recipe_name,recipe_url,servings_text,cook_time_text,index_page,description,recipe_yield,prep_time,cook_time,total_time,ingredients,instructions,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,is_low_fodmap,parse_status
Golden Sticky Tofu Nourishing Bowl,https://www.monashfodmap.com/recipe/golden-sticky-tofu-nourishing-bowl/,Serves: 2,Cook: 20,3,"This Monash FODMAP Certified golden sticky tofu nourishing bowl by A Little Bit Yummy is a gorgeous plant-based meal. It features tender roast vegetables, yummy sunshine tahini dressing and the tastiest sticky tofu. Once you’ve tried eating tofu this way, you won’t go back.",2,PT10M,PT20M,PT30M,"ROAST VEGGIES | parsnip | carrot | sweet potato | olive oil | salt and pepper to season | SUNSHINE TAHINI DRESSING | 3 tsp Tahini | ½ tsp garlic infused olive oil | 2 tsp lemon juice | 1 tsp maple syrup | Season with black pepper | GOLDEN STICKY TOFU | Firm tofu | 1 tbsp cornflour/starch | ¼ tsp salt | ¾ tsp paprika | ½ tsp ground cumin | ½ tsp ground coriander | ¼ tsp chilli flakes (optional) | 1 tbsp lemon juice | 1 tbsp maple syrup | 2 tsps brown sugar | 1 tbsp water | 1 tbsp garlic infused oil (for frying) | baby spinach (roughly chopped) | 1 tbsp spring onion/green onion (green leaves only, finely sliced) | 1.5 cups cooked brown rice (we used a precooked rice packet)","Preheat the oven to 180ºC (355ºF) fan-forced function. Line a roasting pan with baking/parchment paper. | Peel and slice the carrot, parsnip and sweet potato into bite-sized pieces. Place in a large bowl, drizzle over the olive oil and season well with salt and pepper. Toss until evenly coated, then transfer to the roasting pan. | Place in the oven and roast for 20 minutes (place a timer on). Turn once during cooking. | While the vegetables roast, make the sunshine tahini dressing. In a small glass or jar, whisk together the tahini, garlic infused oil, olive oil, lemon juice, maple syrup and a couple of grinds of black pepper. | Prep the golden sticky tofu. Drain the firm tofu and pat dry using a clean lint-free tea towel. Tear the tofu into bite-sized pieces and place in a bowl. Sprinkle over the cornflour/starch and salt. Mix well. | Mix the paprika, cumin, coriander, chilli flakes, lemon juice, maple syrup, and water in a small glass to form the tofu sauce. | Place a large non-stick frypan over medium-high heat. Add the garlic infused oil and fry the tofu until lightly golden on all sides - if needed add an extra drizzle of oil to the pan. Then pour in the tofu sauce and cook for a further 1-2 minutes until the tofu is sticky and golden. Remove the tofu from the pan. | Heat the brown rice according to the packet directions. | Remove the roast vegetables from the oven once they are tender and golden. | Assemble the nourishing bowls. Place the brown rice in the bottom of the bowls, then layer the roast vegetables and chopped spinach, and place the sticky golden tofu on top. Sprinkle with thinly sliced spring onion/green onion leaves and drizzle in sunshine dressing. Enjoy!",3279.0,26.13,72.89,39.68,15.57,15.57,True,ok
Maple Mustard Chicken Crunch Salad,https://www.monashfodmap.com/recipe/maple-mustard-chicken-crunch-salad/,Serves: 4,Cook: 30,3,Say goodbye to boring salads and hello to this gorgeous Monash FODMAP Certified Maple Mustard Chicken Crunch Salad by A Little Bit Yummy.,4,PT15M,PT30M,PT45M,"CRUMBED CHICKEN TENDERS | Skinless chicken breast | 1 ½ cups Panko breadcrumbs | ½ tsp Salt | 3 tbsp Mayonnaise | 2 tsp Dried chives | 2 tbsp Fresh parsley, finely chopped | HERB ROASTED POTATOES | Potato | 1 tbsp Garlic infused oil | ½ tsp Dried oregano | ½ tsp Dried thyme | Season with salt and pepper | SALAD | 4 cups Iceberg lettuce, shredded | 1 ½ cups Continental cucumber | 1 cup Grated cheddar cheese, optional | DRESSING | 3 tbsp Mayonnaise | 1 tbsp Dijon mustard | ½ tsp pure maple syrup (optional - add to taste) | Season with black pepper","Pre-heat the oven to 200ºC (390ºF) bake function or 180ºC (355ºF) fan forced. | This recipe needs two roasting pans. Line one roasting pan with baking/parchment paper. Place a wire rack in the other roasting and lightly spray the rack with cooking oil (this will stop the chicken from sticking). | Prep the potatoes: Scrub the potato skins and slice the potato into small bite-sized pieces. Place in a bowl and drizzle over the garlic infused oil, sprinkle with thyme and oregano, then season with salt and pepper. Gently toss until the potato is evenly coated. Then place in the lined roasting pan. | Crumb the chicken: Slice the chicken breast into evenly-sized chunky strips. Mix the mayonnaise, dried chives, and chopped parsley in a shallow bowl. Next, mix the breadcrumbs, salt and black pepper in a separate bowl. Lightly roll each chicken tenderloin in the mayo batter and then into the breadcrumb mix. Place the crumbed chicken on the prepared wire rack in the roasting tray. Repeat until all chicken pieces are covered. | Bake the chicken and potato: Pop the potato and chicken in the oven and bake for 20-25 minutes until the potatoes are golden and crispy and the chicken is golden and cooked through. | Prep the salad: While the potato and chicken cook, prep the remaining ingredients. Slice the iceberg lettuce and peel and chop the cucumber. Grate the cheese. Pop the lettuce, cucumber and cheese into a salad bowl. | Make the maple mustard dressing: Mix the mayonnaise, Dijon mustard and maple syrup in a small bowl and season with black pepper. | Once the chicken and potato are cooked, remove them from the oven. Allow to cool for a few minutes, then slice the chicken into bite-sized pieces. | Assemble the salad: Add the potato and chicken to the salad bowl, toss gently to combine and drizzle in maple mustard dressing. Sprinkle with a little bit of chopped parsley if desired!",2780.0,40.81,40.31,36.29,5.48,5.3,True,ok
Peanut Butter Chocolate Crunch Bars,https://www.monashfodmap.com/recipe/peanut-butter-chocolate-crunch-bars/,Serves: 5 servings,Cook: 30 minutes,4,A new Monash FODMAP Certified recipe from A little Bit Yummy,5 servings,PT15M,PT30M,PT45M,PEANUT BUTTER CHOCOLATE CRUNCH BARS | ½ cup smooth peanut butter | ¼ cup maple syrup | 1 tsp vanilla extract | 5 rice cakes | CHOCOLATE TOPPING | ½ cup dark chocolate chips | 3 tsp coconut oil | ¼ tsp sea salt,"Line a 14 cm by 23 cm (5.5 inch by 9 inch) baking loaf pan with baking/parchment paper. | Mix the peanut butter, maple syrup, and vanilla in a small bowl until smooth and well combined. | Crumble the rice cakes into a large bowl. Pour over the peanut butter mixture and combine using a wooden spoon. The crunch mixture should stick together in large clumps. | Transfer the peanut butter crunch mixture to the lined pan and evenly spread using a spoon. Lay another piece of baking/parchment paper on top of the crunch base, and firmly press the mixture into the pan using your hands. Firmly pressing the mixture into the pan will help stop it from crumbling when you cut it. Remove the baking/parchment paper. | Place the dark chocolate chips and coconut oil in a microwave-safe bowl. Melt the chocolate in 20 second bursts, stirring each time, until smooth. | Pour the chocolate evenly over the top of the peanut butter crunch base. Sprinkle with sea salt and place in the freezer for 30 minutes to set. | Cut into 5 crunch bars and enjoy!",1474.0,7.04,33.49,21.36,2.05,22.15,True,ok
Easy Low FODMAP Beef Tacos with Homemade Slaw,https://www.monashfodmap.com/recipe/easy-low-fodmap-beef-tacos-with-homemade-slaw/,Serves: 4,Cook: 15 minutes,4,Say hello to these easy Monash FODMAP Certified low FODMAP beef tacos! These beef tacos are super tasty and are perfect for a quick weeknight meal or a fun taco night with the family.,4,PT15M,PT15M,PT30M,"HOMEMADE SLAW | Iceberg lettuce | Red cabbage | Carrot | spring onion / green onion (green leaves only, finely chopped) | Lemon juice | Season with salt and pepper | TACO SPICE MIX | Dried oregano | Paprika | Smoked paprika | Ground cumin | Ground coriander | Chilli powder (optional) | Salt | Black pepper | BEEF MIX | Lean ground beef | Garlic infused oil | Leek (green leaves only, finely chopped) | Green bell pepper / capsicum (diced) | Tomato paste | Water | TO SERVE | Hard shell corn tacos (3 taco shells per serving) | Sour cream or mayonnaise | cheddar, Colby or vegan cheese (grated) | Fresh coriander/cilantro (optional, chopped)","Make the slaw: Wash and finely slice the iceberg lettuce and red cabbage. Peel and grate the carrot. Finely slice the green leaves of the spring onion/green onion. Place the slaw ingredients in a bowl and add a squeeze of lemon juice. Season with salt and pepper, then mix well. | Make the taco spice mix: In a small glass or bowl mix the oregano, paprika, smoked paprika, cumin, ground coriander, chilli powder, salt and black pepper. | Prep the beef ingredients: Deseed and dice the green bell pepper/capsicum and finely chop with green leek leaves | Cook the beef: Place a larger non-stick frypan over medium-high heat. Once hot add the garlic infused oil and brown off the beef with the green bell pepper/capsicum and leek leaves until the beef is slightly crispy. Next, add the taco spice mix and fry for 1 minute until fragrant. Then add the tomato paste and water and mix well. Turn down the heat to medium-low and allow to gently simmer until the liquid evaporates. | Heat the corn tacos according to the packet instructions. | Assemble the tacos: Fill each taco shell with a mixture of coleslaw and beef, then top with a dollop of sour cream or mayonnaise and cheese. Garnish with fresh coriander/cilantro if desired. Serve any extra beef and slaw on the side. Enjoy!",2691.0,37.78,26.77,41.08,7.68,7.8,True,ok
Tomato Basil Spaghetti Squash with Pumpkin Seeds,https://www.monashfodmap.com/recipe/tomato-basil-spaghetti-squash-with-pumpkin-seeds/,Serves: 4,Cook: 45 minutes,4,Recipe by Kate Scarlata,4,PT10M,PT45M,PT55M,"1 medium Spaghetti Squash | 2 tbsp Garlic Infused Olive Oil | 1 cup Canned Tomatoes, drained | ¼ cup Pumpkin Seeds (Pepitas), roasted | ¼ cup Parmesan Cheese | 8 large Basil Leaves, chopped | Salt and Pepper, to taste","Preheat oven to 190 C/375 F | Cut unpeeled squash in half horizontally. Using a spoon or fork, scrape out the seeds and attached strands. | Brush the inside of each squash half evenly with garlic oil. | Place the sliced side of each squash down on a cooking sheet and place in pre-heated oven. Bake for 45 minutes or until you can easily pierce with fork. | Remove squash from oven and let cool until easy to handle. | With a fork, scrape out the spaghetti-like strands into a medium size bowl. | Fold in diced tomatoes. | Evenly distribute squash into serving dishes and garnish with pumpkin seeds, Parmesan and basil leaves.",936.13,5.7,7.0,16.3,3.5,3.4,True,ok
Vegan Chocolate Chia Pudding,https://www.monashfodmap.com/recipe/vegan-chia-pudding/,Serves: 2,Cook: 0,4,Vegan and Low FODMAP Recipe Ideas by Melissa D&#x27;Elia (APD),2,PT2M,PT0M,PT2M,Chia Seeds | Almond Milk | Maple Syrup | Vanilla Soy Yoghurt | Cocoa Powder | Vanilla Essence | Toppings: | Blueberries | Cacao Nibs,"Mix chia seeds and almond milk together in a large bowl. Next add the cocoa powder, soy yoghurt, vanilla extract and maple syrup. Continue to stir until the mixture begins to thicken. | Place in fridge for 2-3 hours or overnight. | Top with blueberries and cacao nibs.",1525.0,10.0,36.0,16.0,16.0,29.0,True,ok
Vegan Soba Noodle Salad,https://www.monashfodmap.com/recipe/vegan-soba-noodle-salad/,Serves: 2,Cook: 20 minutes,4,Vegan and Low FODMAP Recipe Ideas by Melissa D&#x27;Elia (APD),2,PT10M,PT20M,PT30M,"Soba Noodles, uncooked | Firm Tofu (calcium set) | Edamame | Carrots | Cucumber | Sesame Seeds (for garnish) | Garlic Infused Olive Oil | For the Dressing | Tamari | Garlic Replacer | Maple Syrup | Rice Wine Vinegar | Minced Ginger | Chilli (optional - to taste)","Slice tofu into thin cubes. Heat a large fry pan with olive oil and add the tofu. Allow to cook 4-5 minutes before flipping it over to the other side and cooking. Add a dash of tamari and a drop of sesame oil and allow to cook for a further minute. | Chop carrot and cucumber into thin slices and set aside. | Add soba noodles and edamame beans into a pot of boiling water and cook for 4-5 minutes. Drain and rinse under cold water. Set aside. | Prepare the dressing by mixing the tamari, maple syrup, sesame oil, rice wine vinegar and ginger into a bowl. Add chilli if desired/tolerated. | In a large bowl, add the noodles, vegetables and tofu and pour the dressing over the top. Sprinkle with a garnish of sesame seeds.",2267.0,30.0,58.4,20.8,11.0,19.0,True,ok
Vegan Crispy Lemongrass Tempeh with Rice,https://www.monashfodmap.com/recipe/vegan-crispy-tempeh/,Serves: 2,Cook: 10 minutes,4,Vegan and Low FODMAP Recipe Ideas by Melissa D&#x27;Elia (APD),2,PT20M,PT10M,PT30M,Tempeh | Basmati Rice (to serve) | For the Flour Mix | Corn Flour | Salt &amp;amp; Pepper | For the Batter: | Gluten-Free Flour | Water | Powdered Low FODMAP Stock | Minced Lemongrass | For the Coating: | Panko Breadcumbs | For the Lemongrass Oil | Minced Ginger | Garlic Replacer | Minced Lemongrass | Spring Onion (green tips only) | Rice Bran Oil,"Make the batter by mixing gluten-free flour, water, stock and lemongrass together, set aside. | Prep the lemongrass oil mixture by mixing ginger, garlic replacer, spring onion and rice bran oil together and set aside. | Coat the tempeh into the flour mix on all sides, then dip into the batter also making sure to coat each side well. | Dip the tempeh into the panko breadcrumbs. | In a frying pan, heat the lemongrass oil mixture. Once hot, add the tempeh and fry until golden on all sides. Set aside and continue to fry the rest of the pieces. | Serve with rice, extra spring onions (green tips only) and optional low FODMAP sweet chilli sauce for dipping.",3210.0,20.0,64.0,24.1,6.0,1.0,True,ok
Blueberry Popsicles,https://www.monashfodmap.com/recipe/blueberry-popsicles/,Serves: 10,Cook: 4 hours,5,A healthy treat perfect for a hot summer&#x27;s day!,10,PT5M,PT240M,PT245M,2 cups lactose-free yoghurt | 1 cup lactose-free milk | 2 cups blueberries (fresh or frozen) | 1 tsp cinnamon | 1 tbsp maple syrup | 1/2 tsp vanilla essence,"Place all ingredients in a blender and blend until smooth | Pour the mixture into popsicle/icy pole moulds, insert sticks and freeze for approximately 4 hours or until set.",382.3,4.0,12.1,2.7,1.2,11.7,True,ok
Pulled Pork Burrito Bowl,https://www.monashfodmap.com/recipe/pulled-pork-burrito-bowl/,Serves: 6,Cook: 7 hours,5,"This tasty, Mexican inspired dish is one for the whole family.",6,PT30M,PT420M,PT450M,"pork shoulder, string removed | 1.5 tbs paprika | 1 tbs cumin | 2 tsp ground coriander | 2 cups brown rice, raw | 1 cup red cabbage, shredded | feta, crumbled | cherry tomatoes, chopped in half | 1 cup corn kernals | 1/4 cup lime juice + extra lime wedges to garnish | 1/2 bunch coriander (cilantro) leaves | 1 small fresh Jalapeno chilli, thinly sliced (optional to garnish for extra spice if desired)","Add all spices to a bowl and stir to combine. Rub spice mix all over pork. Place pork in a slow cooker, pour 2/3 cup of water around the pork and cook for 8hrs on low setting, or until pork is very tender. Discard skin. If using an oven, see notes below. | When pork is tender, cook brown rice according to packet instructions. | Divide rice and pork evenly across serving bowls. Top with cabbage, tomatoes, corn, feta, lime juice, coriander, and jalapeno, if using.",2722.0,74.8,44.7,17.0,6.5,3.5,True,ok
